# bus 113 (3735) А/В МОСКОВСКИЙ - Тубдиспансер
3735:14387:Московский ав
# bus 113 (3736) Тубдиспансер - А/В МОСКОВСКИЙ
3736:16033:Тубдиспансер
# bus 113а (8417) А/В МОСКОВСКИЙ - НИИ Онкологии
8417:14387:Московский ав
# bus 113а (8418) НИИ Онкологии - А/В МОСКОВСКИЙ
8418:72785:НИИ Онкологии
